,NID,NUMCTRL,GLLID,FACEID,ix,iy,iz,x,y,z
342,1,216,35,1,5,1,3,1.924087214361459,0.0,0.27147684835193553
343,1,216,35,1,5,1,4,1.924087214361459,0.0,0.3285231516480646
344,1,216,35,1,5,1,5,1.924087214361459,0.0,0.3765055323929466
345,1,216,35,1,5,1,6,1.924087214361459,0.0,0.4000000000000001
346,1,216,3,1,5,1,2,1.9240872143614596,0.0,0.02349446760705351
347,1,216,35,1,5,1,2,1.9240872143614596,0.0,0.2234944676070536
348,1,216,3,1,6,1,2,2.0024999999999986,0.0,0.023494467607053506
349,1,216,4,1,1,1,2,2.0024999999999986,0.0,0.023494467607053506
350,1,216,35,1,6,1,2,2.0024999999999986,0.0,0.22349446760705355
351,1,216,36,1,1,1,2,2.0024999999999986,0.0,0.22349446760705355
352,1,216,3,1,6,1,1,2.0025,0.0,0.0
353,1,216,3,1,6,1,3,2.0025,0.0,0.07147684835193549
354,1,216,3,1,6,1,4,2.0025,0.0,0.12852315164806452
355,1,216,3,1,6,1,5,2.0025,0.0,0.1765055323929465
356,1,216,3,1,6,1,6,2.0025,0.0,0.2
357,1,216,4,1,1,1,1,2.0025,0.0,0.0
358,1,216,4,1,1,1,3,2.0025,0.0,0.07147684835193549
359,1,216,4,1,1,1,4,2.0025,0.0,0.12852315164806452
360,1,216,4,1,1,1,5,2.0025,0.0,0.1765055323929465
361,1,216,4,1,1,1,6,2.0025,0.0,0.2
362,1,216,35,1,6,1,1,2.0025,0.0,0.2
363,1,216,35,1,6,1,3,2.0025,0.0,0.27147684835193553
364,1,216,35,1,6,1,4,2.0025,0.0,0.32852315164806456
365,1,216,35,1,6,1,5,2.0025,0.0,0.37650553239294654
366,1,216,35,1,6,1,6,2.0025,0.0,0.4
367,1,216,36,1,1,1,1,2.0025,0.0,0.2
368,1,216,36,1,1,1,3,2.0025,0.0,0.27147684835193553
369,1,216,36,1,1,1,4,2.0025,0.0,0.32852315164806456
370,1,216,36,1,1,1,5,2.0025,0.0,0.37650553239294654
371,1,216,36,1,1,1,6,2.0025,0.0,0.4
372,1,216,4,1,2,1,2,2.0809127856385383,0.0,0.02349446760705351
373,1,216,36,1,2,1,2,2.0809127856385383,0.0,0.2234944676070537
374,1,216,4,1,2,1,1,2.0809127856385397,0.0,0.0
375,1,216,4,1,2,1,3,2.0809127856385397,0.0,0.0714768483519355
376,1,216,4,1,2,1,4,2.0809127856385397,0.0,0.12852315164806447
377,1,216,4,1,2,1,5,2.0809127856385397,0.0,0.17650553239294653
378,1,216,4,1,2,1,6,2.0809127856385397,0.0,0.20000000000000004
379,1,216,36,1,2,1,1,2.0809127856385397,0.0,0.20000000000000004
380,1,216,36,1,2,1,3,2.0809127856385397,0.0,0.27147684835193553
381,1,216,36,1,2,1,4,2.0809127856385397,0.0,0.3285231516480646
382,1,216,36,1,2,1,5,2.0809127856385397,0.0,0.3765055323929466
383,1,216,36,1,2,1,6,2.0809127856385397,0.0,0.4000000000000001
384,1,216,4,1,3,1,1,2.2410539813745847,0.0,0.0
385,1,216,4,1,3,1,2,2.2410539813745847,0.0,0.023494467607053506
386,1,216,4,1,3,1,3,2.2410539813745847,0.0,0.07147684835193549
